Date,Value,Return,MA5,MA10,MA30,MA60,MA120
3/8/17,1157.3933,-0.09543313794451,1254.004795,1238.3782028,1118.56982153333,1015.01231806667,911.428409033334
3/9/17,1192.469143,0.030305897744527,1235.0986236,1238.5499221,1123.3151263,1019.75113711667,915.357901891667
3/10/17,1192.09,-0.000317947849826,1219.3299636,1239.0023935,1127.95679296667,1024.44447045,919.279485225
3/11/17,1179.159875,-0.010846601347214,1200.1224636,1237.829381,1134.72535546667,1028.9963017,923.143734183333
3/12/17,1227.494625,0.040990836802346,1189.7213886,1234.6377618,1142.33839296667,1036.36754545,927.508606058334
3/13/17,1227.68,0.000151018991224,1203.7787286,1228.8917618,1150.00805963333,1043.81354545,931.886939391667
3/14/17,1245.370786,0.014409932555715,1214.3590572,1224.7288404,1158.16693166667,1050.79822521667,936.377862608333
3/15/17,1257.399625,0.009658841475345,1227.4209822,1223.3754729,1166.75100666667,1058.1230523,940.931942816667
3/16/17,1257,-0.000317818609179,1242.9890072,1221.5557354,1175.27767333333,1065.41388563333,945.475859483333
3/17/17,1091.171888,-0.131923716785998,1215.7244598,1202.7229242,1177.90587,1069.7584171,948.427625216667
3/18/17,952.2323625,-0.127330558116431,1160.6349323,1182.20683045,1175.14001125,1070.564956475,950.133561570834
3/19/17,967.69,0.016233052045635,1105.0987751,1159.72891615,1172.88967791667,1071.58312314167,951.956144904167
3/20/17,1049.084488,0.084112151618804,1063.4357477,1145.42836495,1172.63792291667,1074.13788335833,954.6230156375
3/21/17,1118.630043,0.066291662678745,1035.7617563,1139.37538175,1174.83294815,1077.88803261667,957.790515995833
3/22/17,1113,-0.005032980327348,1040.1273787,1127.92591925,1176.90394815,1081.51069928333,960.924099329167
3/23/17,1038.789,-0.066676549865229,1057.4387062,1109.03681925,1174.07063385,1083.51378886667,963.400424329167
3/24/17,941.9197143,-0.09325212887314,1052.28464906,1078.69171208,1168.02718472667,1083.84455723,965.104338615
3/25/17,927.93,-0.014852342601616,1028.05375146,1045.74474958,1161.29118472667,1083.97722389667,966.706755281667
3/26/17,956.7863125,0.03109751004925,995.68500536,1015.72338083,1154.02185347667,1085.03956868833,968.566057885833
3/27/17,1037.22925,0.084076179235685,980.53085536,1010.32911703,1150.24263801,1087.060785355,971.143301635833
3/28/17,1041.04,0.003673970821783,980.98105536,1019.20988078,1146.59830467667,1089.16061868833,973.7577183025
3/29/17,1040.5755,-0.000446188426958,1000.7122125,1026.49843078,1141.59242301,1091.16500618833,976.323264135833
3/30/17,1037.90455,-0.002566800775148,1022.7071225,1025.38043698,1136.60373181,1093.197865355,978.783385385833
3/31/17,1034.74,-0.003048979792988,1038.29786,1016.99143268,1131.39873181,1095.240365355,981.222468719167
4/1/17,1086.929571,0.050437376539034,1048.2379242,1014.38438978,1125.64935694333,1097.27742362167,983.8432984775
4/2/17,1099.169125,0.011260668884682,1059.8637492,1020.42240228,1119.45032777667,1099.26851112167,986.633624519167
4/3/17,1079.99,-0.017448747934946,1067.7466492,1034.22943085,1112.54999444333,1100.87801112167,989.2754578525
4/4/17,1141.600363,0.057047160621858,1088.4858118,1055.59646715,1108.23889654333,1103.020900505,992.5002108775
4/5/17,1133.079314,-0.007464126042854,1108.1536746,1073.2257673,1103.50162784333,1104.72223218833,995.6373718275
4/6/17,1133.53,0.000397753267959,1117.4737604,1082.8558423,1098.63596117667,1106.379898855,998.758538494167
4/7/17,1190.45425,0.050218565013718,1135.7307854,1097.7972673,1099.73799284333,1109.15390718833,1002.26465724417
4/8/17,1181.149838,-0.007815850126118,1155.962753,1111.8547011,1099.36068267667,1111.33790448833,1005.6907392275
4/9/17,1184.03,0.002438439144077,1164.4486804,1126.4672461,1099.09201601,1113.52440448833,1009.14865589417
4/10/17,1207.744875,0.020028947746257,1179.3817926,1143.7677336,1100.04484934333,1117.385102405,1012.73819651917
4/11/17,1226.617038,0.015625951631548,1197.9992002,1157.7364803,1100.01559644333,1121.176994705,1016.48500516917
4/12/17,1219.09,-0.006136420550845,1203.7263502,1169.7285678,1099.72926311,1124.86866137167,1020.1608385025
4/13/17,1180.023713,-0.032045449474608,1203.5011252,1179.7319391,1097.55102734333,1127.858979505,1023.5369527775
4/14/17,1185.260057,0.004437490486261,1203.7471366,1184.0979085,1095.14637507667,1130.94869087167,1026.9412032525
4/15/17,1170.36,-0.012571128936643,1196.2701616,1187.8259771,1092.25837507667,1133.768024205,1030.22853658583
4/16/17,1186.927413,0.014155826412386,1188.3322366,1193.1657184,1095.45022591,1136.678047955,1033.54709836083
4/17/17,1205.634875,0.015761251947764,1185.6412116,1194.6837809,1103.89697632667,1139.51849378833,1037.0240556525
4/18/17,1176.97,-0.023775751344287,1185.030469,1194.2657971,1110.87297632667,1141.88132712167,1040.25988898583
4/19/17,1217.930088,0.034801301647451,1191.5644752,1197.6558059,1116.50116299333,1144.569542955,1043.8002230525
4/20/17,1241.686325,0.019505419263441,1205.8297402,1201.0499509,1120.60303906,1147.717993605,1047.2791924275
4/21/17,1236.63,-0.004072143582639,1215.7702576,1202.0512471,1124.72403906,1150.813993605,1050.62635909417
4/22/17,1261.311225,0.019958455641542,1226.9055276,1206.2733696,1132.14144656,1153.106040205,1053.6263693025
4/23/17,1257.988113,-0.002634648716458,1243.1091502,1214.0698096,1142.67705985,1155.35212228833,1056.67952024417
4/24/17,1240.84,-0.013631379202071,1247.6911326,1219.6278039,1153.10739318333,1157.199288955,1059.58152024417
4/25/17,1279.414688,0.031087560039973,1255.2368052,1230.5332727,1163.86167236667,1158.94176292167,1062.76555931083
4/26/17,1309.109875,0.023209978186525,1269.7327802,1242.7515189,1172.92435986667,1161.58349893833,1065.92172493583
4/27/17,1288.02,-0.016110087780065,1275.0745352,1250.9900314,1181.15702653333,1163.877665605,1068.9023916025
4/28/17,1331.294429,0.033597637459046,1289.7357984,1266.4224743,1190.8476575,1166.220040255,1071.9683451775
4/29/17,1334.979038,0.002767689039882,1308.563606,1278.1273693,1200.75014043333,1168.67693612167,1075.15858716083
4/30/17,1333,-0.001482448745386,1319.2806684,1287.2587368,1210.69214043333,1171.04543612167,1078.28258716083
5/1/17,1417.172813,0.063145396099025,1340.893256,1305.3130181,1221.7002485,1173.67480272167,1081.77802726917
5/2/17,1452.076288,0.024628947634208,1373.7045136,1324.3895244,1233.4638206,1176.45707418833,1085.41224633583
5/3/17,1447.55,-0.003117114463892,1396.9556278,1343.3457131,1245.7158206,1179.13290752167,1089.02999633583
5/4/17,1508.292125,0.041962022037236,1431.6182452,1370.0909256,1257.93887933333,1183.08888793833,1092.20943071083
5/5/17,1533.335071,0.016603511736826,1471.6852594,1395.4829639,1271.2807379,1187.39118287167,1096.6983063025
5/6/17,1518.75,-0.009511992046519,1492.0006968,1416.4469764,1284.12140456667,1191.37868287167,1101.02413963583
5/7/17,1535.868429,0.011271393580247,1508.759125,1441.2318193,1295.63521053333,1197.68660168833,1106.3494598775
5/8/17,1640.619225,0.068202974956783,1547.37297,1472.1642989,1310.95085676667,1205.15576972167,1112.45345341917
5/9/17,1651.1,0.006388304391593,1575.934545,1503.7763951,1326.51985676667,1212.80593638833,1118.62520341917
5/10/17,1762.88625,0.06770410635334,1621.8447808,1546.7650201,1345.02456926667,1222.534709305,1125.7655055025
5/11/17,1820.990563,0.032959763002293,1682.2928934,1587.1467951,1364.8370201,1232.42630827167,1134.39692686083
5/12/17,1829,0.004398395665931,1740.9192076,1624.8391663,1385.16735343333,1242.44830827167,1143.13092686083
5/13/17,1771.920013,-0.031208303444505,1767.1793652,1657.2761676,1404.8972301,1251.22412872167,1151.01117696917
5/14/17,1776.3165,0.002481199471615,1792.2226652,1684.0786051,1424.59911153333,1259.872743305,1158.9978978025
5/15/17,1780,0.002073673244605,1795.6454152,1708.745098,1444.92044486667,1268.58940997167,1167.0016478025
5/16/17,1739.031975,-0.023015744382022,1779.2536976,1730.7732955,1463.32393026667,1279.38707808833,1174.57274759417
5/17/17,1807.485063,0.039362754097722,1774.9507102,1757.9349589,1483.3856032,1293.64128976333,1182.10312311917
5/18/17,1783.98,-0.013004291698537,1777.3627076,1772.2710364,1503.61926986667,1307.24612309667,1189.41462311917
5/19/17,1961.520488,0.099519326449848,1814.4035052,1803.3130852,1528.40561653333,1322.45338976333,1198.29563656083
5/20/17,2052.909788,0.046591050442294,1868.9854628,1832.315439,1555.44639863333,1338.02471884667,1207.95637573167
5/21/17,2008.84,-0.021466987130951,1922.9470678,1851.1003827,1581.18673196667,1352.95538551333,1217.23304239833
5/22/17,2090.662313,0.040731124927819,1979.5825178,1877.266614,1608.83176823333,1370.48660739667,1227.00019813167
5/23/17,2287.710288,0.094251459824349,2080.3285754,1928.8456415,1643.15584073333,1392.91645029167,1238.38050376083
5/24/17,2256.32,-0.013721268888222,2139.2884778,1976.8459915,1677.00517406667,1415.056283625,1249.51675376083
5/25/17,2387.206286,0.058008742554248,2206.1477774,2037.5666201,1713.93156066667,1438.89661651667,1261.9680926025
5/26/17,2211.976857,-0.073403555456288,2246.7751488,2084.8611083,1744.02712673333,1458.4757433,1272.7682643275
5/27/17,2279.82,0.030670819536518,2284.6066862,2132.094602,1777.08712673333,1479.12207663333,1284.14134766083
5/28/17,2192.9808,-0.038090375555965,2265.6607886,2172.994682,1805.81000576667,1498.32883163333,1294.74691891083
5/29/17,2275.9307,0.037825182965578,2269.5829286,2204.4357032,1837.17506116667,1518.9626008,1306.0802330775
5/30/17,2290.02,0.006190566347209,2250.1456714,2228.1467244,1869.07572783333,1539.88393413333,1317.56214974417
5/31/17,2285.933914,-0.001784301447149,2264.9370828,2255.8561158,1898.0344312,1559.86733985,1328.57238173583
6/1/17,2399.242671,0.049567818345951,2288.821617,2286.7141516,1929.60664396667,1581.53523228333,1340.4018717025
6/2/17,2409.93,0.004454459371359,2332.211457,2298.9361228,1961.6859773,1603.70089895,1352.28945503583
6/3/17,2525.765158,0.04806577701427,2382.1783486,2325.8806386,1995.60174506667,1626.7703122,1364.8956063525
6/4/17,2516.173143,-0.003797667003846,2427.4089772,2338.7773243,2028.36301413333,1649.82187601667,1377.2720541025
6/5/17,2529.53,0.005308401386112,2476.1281944,2370.5326386,2062.0556808,1673.08854268333,1389.73422076917
6/6/17,2883.313697,0.139861435523595,2572.9423996,2430.8820083,2106.97052306667,1701.3028668,1405.22838699417
6/7/17,2664.920863,-0.075743695258421,2623.9405722,2478.0760146,2141.113911,1726.03238388333,1418.68514418583
6/8/17,2683.03,0.006795375146568,2655.3935406,2518.7859446,2175.51157766667,1751.01571721667,1432.2700608525
6/9/17,2827.4913,0.053842595871086,2717.657172,2572.5330746,2210.99841266667,1778.01149096667,1447.69829668583
6/10/17,2845.372857,0.006324177549193,2780.8257434,2628.4769689,2245.14448913333,1804.99075461667,1463.08387466083
6/11/17,2898.63,0.018717105165666,2783.889004,2678.4157018,2280.79882246667,1832.98308795,1478.92587466083
6/12/17,2657.675063,-0.083127179736634,2782.439844,2703.1902081,2310.3239908,1857.61061045,1492.7347949775
6/13/17,2748.185086,0.034056090701258,2795.4708612,2725.4322009,2342.71961033333,1883.65936093333,1507.3040259025
6/14/17,2706,-0.01535016189954,2771.1726012,2744.4148866,2373.586277,1909.25336093333,1521.51069256917
6/15/17,2442.48025,-0.097383499630451,2690.5940798,2735.7099116,2397.03455283333,1930.17924155,1533.4286447525
6/16/17,2464.959814,0.009203580663549,2603.8600426,2693.8745233,2418.95037786667,1951.16799053333,1545.34324216083
6/17/17,2477.94,0.005265881385278,2567.91303,2675.176437,2442.08237786667,1972.85082386667,1557.36607549417
6/18/17,2507.389252,0.011884570247867,2519.7538632,2657.6123622,2460.27800333333,1994.34180993333,1569.45567644417
6/19/17,2617.210263,0.043798947814904,2501.9959158,2636.5842585,2479.08801916667,2017.2672089,1582.4926012525
6/20/17,2600,-0.006575804490493,2533.4998658,2612.0469728,2498.7933525,2039.99004223333,1595.40201791917
6/21/17,2671.04325,0.027324326923077,2574.716553,2589.2882978,2518.13938373333,2063.48557598333,1608.29580809417
6/22/17,2727.288013,0.021057226609865,2624.5861556,2596.2495928,2532.79197456667,2087.97390765,1621.66301496917
6/23/17,2713.48,-0.005062909723572,2665.8043052,2592.7790842,2548.03064123333,2112.51790765,1634.8585983025
6/24/17,2589.164888,-0.045813903916742,2660.1952302,2581.095573,2554.76259463333,2134.34707765,1646.64442028583
6/25/17,2512.366286,-0.029661533862111,2642.6684874,2588.0841766,2564.7755756,2154.40135116667,1657.9924250525
6/26/17,2502.03,-0.004114163630358,2608.8658374,2591.7911952,2572.1825756,2174.63485116667,1669.25625838583
6/27/17,2517.903114,0.006344094195513,2566.9888576,2595.7875066,2583.0133194,2194.41166258333,1680.31585141917
6/28/17,2585.349186,0.026786603354588,2541.3626948,2603.5835,2593.32726893333,2215.25116505,1691.96405058583
6/29/17,2558.3,-0.010462488450873,2535.1897172,2597.6924737,2602.2699356,2235.67283171667,1703.35913391917
6/30/17,2477.641375,-0.031528212093969,2528.244735,2585.4566112,2608.6601843,2253.34730775,1713.51105523583
7/1/17,2501.191343,0.009504994644352,2528.0770036,2568.4714205,2612.05847336667,2270.83255866667,1723.6448164275
7/2/17,2421.26,-0.031957308353758,2508.7483808,2537.8686192,2612.43614003333,2287.06105866667,1733.09698309417
7/3/17,2561.225429,0.057806856347522,2503.9236294,2522.6431621,2613.61814906667,2304.60994706667,1743.8494175025
