Date,USD (PM),Return,MA5,MA10,MA30,MA60,
1/5/17,1176.7,0.010693579557655,1154.49,1143.1,1165.51666666667,1214.77,
1/6/17,1175.85,-0.000722359139968,1162.74,1147.525,1164.345,1213.38833333333,
1/9/17,1178.5,0.002253688820853,1169.26,1151.75,1163.15333333333,1212.03833333333,
1/10/17,1189.5,0.009333899024183,1176.96,1158.13,1162.395,1210.9725,
1/11/17,1178.55,-0.009205548549811,1179.82,1162.62,1162.16833333333,1209.67333333333,
1/12/17,1205.05,0.022485257307709,1185.49,1169.99,1162.8,1208.74,
1/13/17,1190.35,-0.012198663955853,1188.39,1175.565,1162.88833333333,1207.71666666667,
1/16/17,1203,0.010627126475407,1193.29,1181.275,1163.42166666667,1206.85333333333,
1/17/17,1216.05,0.010847880299252,1198.6,1187.78,1164.405,1206.15083333333,
1/18/17,1214.75,-0.001069034990338,1205.84,1192.83,1165.62666666667,1205.24583333333,
1/19/17,1196.05,-0.01539411401523,1204.04,1194.765,1166.76666666667,1203.98583333333,
1/20/17,1200.55,0.003762384515698,1206.08,1197.235,1167.66833333333,1202.89416666667,
1/23/17,1212.85,0.010245304235559,1208.05,1200.67,1169.35666666667,1202.01583333333,
1/24/17,1216.8,0.003256791853898,1208.2,1203.4,1170.83333333333,1201.13916666667,
1/25/17,1195,-0.017915844838922,1204.25,1205.045,1171.41166666667,1199.88083333333,
1/26/17,1189.7,-0.004435146443515,1202.98,1203.51,1172.03333333333,1198.605,
1/27/17,1184.85,-0.004076657981004,1199.84,1202.96,1172.74166666667,1197.13583333333,
1/30/17,1192.8,0.006709710089885,1195.83,1201.94,1173.965,1195.81583333333,
1/31/17,1212.8,0.016767270288397,1195.03,1201.615,1175.77333333333,1194.555,
2/1/17,1203.65,-0.007544525065963,1196.76,1200.505,1177.15333333333,1192.88666666667,
2/2/17,1221.95,0.015203755244465,1203.21,1203.095,1180.32,1191.56916666667,
2/3/17,1215.2,-0.00552395760874,1209.28,1204.56,1183.10666666667,1190.10916666667,
2/6/17,1226.75,0.009504608294931,1216.07,1205.95,1186.12333333333,1189.17083333333,
2/7/17,1231,0.003464438557163,1219.71,1207.37,1189.63333333333,1188.315,
2/8/17,1242.1,0.009017059301381,1227.4,1212.08,1193.24833333333,1187.66,
2/9/17,1236.8,-0.004266967232912,1230.37,1216.79,1196.76333333333,1187.14833333333,
2/10/17,1228.3,-0.006872574385511,1232.99,1221.135,1199.88666666667,1187.0125,
2/13/17,1222.25,-0.004925506798014,1232.09,1224.08,1202.43166666667,1187.15666666667,
2/14/17,1230.75,0.006954387400286,1232.04,1225.875,1205.09,1187.22,
2/15/17,1224.4,-0.005159455616494,1228.5,1227.95,1207.095,1187.14,
2/16/17,1240.55,0.013190133943156,1229.25,1229.81,1209.22333333333,1187.37,
2/17/17,1241.95,0.001128531699649,1231.98,1232.485,1211.42666666667,1187.88583333333,
2/20/17,1237.3,-0.003744112081807,1234.99,1233.54,1213.38666666667,1188.27,
2/21/17,1233.2,-0.003313666855249,1235.48,1233.76,1214.84333333333,1188.61916666667,
2/22/17,1236.65,0.002797599740513,1237.93,1233.215,1216.78,1189.47416666667,
2/23/17,1247.9,0.009097157643634,1239.4,1234.325,1218.20833333333,1190.50416666667,
2/24/17,1253.65,0.004607741004888,1241.74,1236.86,1220.31833333333,1191.60333333333,
2/27/17,1257.2,0.002831731344474,1245.72,1240.355,1222.125,1192.77333333333,
2/28/17,1255.6,-0.001272669424117,1250.2,1242.84,1223.44333333333,1193.92416666667,
3/1/17,1240.4,-0.012105766167569,1250.95,1244.44,1224.29833333333,1194.9625,
3/2/17,1238.1,-0.001854240567559,1248.99,1244.195,1225.7,1196.23333333333,
3/3/17,1226.5,-0.009369194733866,1243.56,1242.65,1226.565,1197.11666666667,1231.70083333333
3/6/17,1230.95,0.003628210354668,1238.31,1242.015,1227.16833333333,1198.2625,1230.92041666667
3/7/17,1216.65,-0.0116170437467,1230.52,1240.36,1227.16333333333,1198.99833333333,1230.02875
3/8/17,1209.2,-0.006123371553035,1224.28,1237.615,1227.63666666667,1199.52416666667,1229.09083333333
3/9/17,1206.55,-0.002191531591135,1217.97,1233.48,1228.19833333333,1200.11583333333,1228.22208333333
3/10/17,1202.65,-0.003232356719572,1213.2,1228.38,1228.79166666667,1200.76666666667,1227.34125
3/13/17,1204.2,0.001288820521349,1207.85,1223.08,1229.17166666667,1201.56833333333,1226.41916666667
3/14/17,1204.6,0.000332170735758,1205.44,1217.98,1228.89833333333,1202.33583333333,1225.50916666667
3/15/17,1198.8,-0.004814876307488,1203.36,1213.82,1228.73666666667,1202.945,1224.44833333333
3/16/17,1229.35,0.025483817150484,1207.92,1212.945,1228.98333333333,1204.65166666667,1223.53375
3/17/17,1229.6,0.000203359498922,1213.31,1213.255,1229.46333333333,1206.285,1222.625
3/20/17,1232.4,0.00227716330514,1218.95,1213.4,1229.65166666667,1207.8875,1221.72416666667
3/21/17,1241.6,0.007465108730931,1226.35,1215.895,1230.005,1209.81916666667,1221.0125
3/22/17,1249.05,0.006000322164949,1236.4,1219.88,1230.23666666667,1211.7425,1220.40041666667
3/23/17,1247.5,-0.001240943116769,1240.03,1223.975,1230.59333333333,1213.67833333333,1219.81208333333
3/24/17,1247.5,0,1243.61,1228.46,1231.23333333333,1215.56,1219.18708333333
3/27/17,1257.55,0.008056112224449,1248.64,1233.795,1232.41,1217.42083333333,1218.7225
3/28/17,1257.25,-0.000238559103018,1251.77,1239.06,1233.29333333333,1219.19166666667,1218.50541666667
3/29/17,1251.1,-0.004891628554385,1252.18,1244.29,1234.18333333333,1220.63916666667,1218.35291666667
3/30/17,1248.8,-0.001838382223643,1252.44,1246.235,1234.45833333333,1221.84083333333,1218.30541666667
3/31/17,1244.85,-0.003163036515054,1251.91,1247.76,1234.555,1222.99083333333,1218.18958333333
4/3/17,1247.25,0.001927943125678,1249.85,1249.245,1234.88666666667,1224.13666666667,1218.0875
4/4/17,1257.65,0.008338344357587,1249.93,1250.85,1235.70166666667,1225.2725,1218.1225
4/5/17,1245.8,-0.009422335307916,1248.87,1250.525,1236.00666666667,1226.39333333333,1218.03333333333
4/6/17,1252.5,0.005378070316263,1249.61,1251.025,1236.16,1227.18416666667,1217.96208333333
4/7/17,1266.45,0.011137724550898,1253.93,1252.92,1236.58666666667,1228.4525,1218.08458333333
4/10/17,1250.05,-0.012949583481385,1254.49,1252.17,1236.34833333333,1229.23666666667,1218.045
4/11/17,1252.9,0.002279908803648,1253.54,1251.735,1236.25833333333,1229.85083333333,1218.00083333333
4/12/17,1274.3,0.017080373533403,1259.24,1254.055,1237.38833333333,1230.84333333333,1218.04458333333
4/13/17,1284.15,0.007729733971592,1265.57,1257.59,1238.92333333333,1232.31166666667,1218.14875
4/18/17,1278.95,-0.004049371179379,1268.07,1261,1240.67166666667,1233.61833333333,1218.25625
4/19/17,1279.05,7.81891395285061E-05,1273.87,1264.18,1242.275,1234.72166666667,1218.36875
4/20/17,1282.1,0.002384582307181,1279.71,1266.625,1244.45666666667,1235.81,1218.47458333333
4/21/17,1281.85,-0.000194992590282,1281.22,1270.23,1246.87833333333,1237.2575,1218.56916666667
4/24/17,1269.4,-0.009712524866404,1278.27,1271.92,1248.97333333333,1238.58583333333,1218.59541666667
4/25/17,1267.8,-0.001260438002206,1276.04,1272.055,1251.145,1239.96833333333,1218.55208333333
4/26/17,1261.85,-0.004693169269601,1272.6,1273.235,1253.06666666667,1241.11916666667,1218.4675
4/27/17,1262.8,0.000752862860086,1268.74,1274.225,1255.00666666667,1241.9525,1218.25375
4/28/17,1266.45,0.002890402280646,1265.66,1273.44,1257.26166666667,1242.99916666667,1217.94291666667
5/2/17,1255.45,-0.008685696237514,1262.87,1270.57,1258.13166666667,1243.5575,1217.56333333333
5/3/17,1250.3,-0.004102114779561,1259.37,1267.705,1258.82166666667,1244.1425,1217.12583333333
5/4/17,1228.45,-0.017475805806606,1252.69,1262.645,1258.69,1244.17083333333,1216.67083333333
5/5/17,1228.05,-0.000325613578086,1245.74,1257.24,1258.23833333333,1244.12166666667,1216.21833333333
5/8/17,1229.8,0.001425023411099,1238.41,1252.035,1257.59666666667,1243.91666666667,1215.78833333333
5/9/17,1220.4,-0.007643519271426,1231.4,1247.135,1256.69333333333,1243.64333333333,1215.39583333333
5/10/17,1222.95,0.00208947885939,1225.93,1242.65,1255.875,1243.55416666667,1215.28333333333
5/11/17,1223.15,0.000163538983605,1224.87,1238.78,1254.72833333333,1243.56916666667,1215.36291666667
5/12/17,1231.25,0.006622245840657,1225.51,1235.625,1253.86166666667,1243.5775,1215.39875
5/15/17,1233.3,0.001664974619289,1226.21,1232.31,1253.26833333333,1243.72583333333,1215.43291666667
5/16/17,1234.2,0.000729749452688,1228.97,1230.185,1252.78166666667,1243.62,1215.495
5/17/17,1257.4,0.018797601685302,1235.86,1230.895,1253.2,1243.8775,1215.88166666667
5/18/17,1255.9,-0.001192937808176,1242.41,1233.64,1253.48833333333,1244.1875,1216.22875
5/19/17,1252,-0.003105342782069,1246.56,1236.035,1253.3,1244.50083333333,1216.56
5/22/17,1258.85,0.00547124600639,1251.67,1238.94,1253.735,1244.87083333333,1217.1725
5/23/17,1260.2,0.00107240735592,1256.87,1242.92,1253.99166666667,1245.07583333333,1217.79
5/24/17,1252.55,-0.006070465005555,1255.9,1245.88,1253.52833333333,1245.0575,1218.33041666667
5/25/17,1256.95,0.003512833819009,1256.11,1249.26,1253.75833333333,1245.05333333333,1218.91333333333
5/26/17,1265.05,0.006444170412506,1258.72,1252.64,1254.16333333333,1245.21083333333,1219.5675
5/30/17,1262.7,-0.001857634085609,1259.49,1255.58,1253.77666666667,1245.5825,1220.2725
5/31/17,1266.2,0.002771838124654,1260.69,1258.78,1253.17833333333,1246.05083333333,1221.14208333333
6/1/17,1264.85,-0.001066182277681,1263.15,1259.525,1252.70833333333,1246.69,1221.90333333333
6/2/17,1274.95,0.00798513657746,1266.75,1261.43,1252.57166666667,1247.42333333333,1222.84291666667
6/5/17,1279.95,0.003921722420487,1269.73,1264.225,1252.5,1248.47833333333,1223.73833333333
6/6/17,1293.5,0.010586351029337,1275.89,1267.69,1252.88833333333,1249.88333333333,1224.70375
6/7/17,1291,-0.001932740626208,1280.85,1270.77,1253.60833333333,1251.29083333333,1225.70333333333
6/8/17,1273.1,-0.013865220759102,1282.5,1272.825,1253.785,1252.465,1226.61583333333
6/9/17,1266.55,-0.005144921844317,1280.82,1273.785,1253.94166666667,1253.50416666667,1227.53625
6/12/17,1266.4,-0.000118431960838,1278.11,1273.92,1254.06166666667,1254.53416666667,1228.435
6/13/17,1262,-0.003474415666456,1271.81,1273.85,1253.91333333333,1255.5875,1229.26625
6/14/17,1275.5,0.010697305863708,1268.71,1274.78,1254.58166666667,1256.35666666667,1230.50416666667
6/15/17,1254.55,-0.016424931399451,1265,1273.75,1254.72333333333,1256.7725,1231.52875
6/16/17,1255.4,0.000677533777052,1262.77,1271.795,1255.62166666667,1257.15583333333,1232.52166666667
6/19/17,1248.15,-0.005775051776326,1259.12,1268.615,1256.29166666667,1257.265,1233.54208333333
6/20/17,1242.2,-0.004767055241758,1255.16,1263.485,1256.705,1257.15083333333,1234.44666666667
6/21/17,1242.5,0.000241507003703,1248.56,1258.635,1257.44166666667,1257.0675,1235.37291666667
6/22/17,1250.8,0.006680080482897,1247.81,1256.405,1258.37,1257.1225,1236.34125
6/23/17,1255.7,0.003917492804605,1247.87,1255.32,1259.455,1257.09166666667,1237.25625
6/26/17,1245.25,-0.008322051445409,1247.29,1253.205,1259.92166666667,1256.89166666667,1238.04166666667
6/27/17,1249.55,0.00345312186308,1248.76,1251.96,1260.46333333333,1256.86583333333,1238.7525
6/28/17,1248,-0.001240446560762,1249.86,1249.21,1260.92333333333,1256.8525,1239.34666666667
6/29/17,1243.5,-0.003605769230769,1248.4,1248.105,1260.46,1256.83,1239.91041666667
6/30/17,1242.25,-0.001005227181343,1245.71,1246.79,1260.005,1256.74666666667,1240.44166666667
7/3/17,1229.25,-0.010464882270075,1242.51,1244.9,1259.24666666667,1256.27333333333,1240.77291666667
7/4/17,1223.75,-0.004474272930649,1237.35,1243.055,1258.07666666667,1255.90583333333,1241.14958333333
7/5/17,1220.3,-0.002819203268641,1231.81,1240.835,1256.74666666667,1255.36916666667,1241.27666666667
7/6/17,1224.9,0.0037695648611,1228.09,1238.245,1255.825,1254.67666666667,1241.56458333333
7/7/17,1215.65,-0.007551636868316,1222.77,1234.24,1254.44833333333,1254.10333333333,1241.67
7/10/17,1211.9,-0.003084769464895,1219.3,1230.905,1252.67666666667,1253.42,1241.63541666667
7/11/17,1211.05,-0.000701378001485,1216.76,1227.055,1250.955,1252.36583333333,1241.60458333333
7/12/17,1218.8,0.006399405474588,1216.46,1224.135,1249.375,1251.27666666667,1241.79416666667
7/13/17,1218.9,8.20479159830967E-05,1215.26,1221.675,1247.84333333333,1250.27583333333,1241.94708333333
7/14/17,1230.3,0.009352695052916,1218.19,1220.48,1246.355,1249.46333333333,1242.0925
7/17/17,1234.1,0.003088677558319,1222.63,1220.965,1244.82666666667,1248.66333333333,1242.23666666667
7/18/17,1240.75,0.005388542257516,1228.57,1222.665,1243.06833333333,1247.97833333333,1242.61791666667
7/19/17,1242.15,0.001128349788434,1233.24,1224.85,1241.44,1247.52416666667,1243.055
7/20/17,1238.7,-0.002777442337882,1237.2,1226.23,1240.29333333333,1247.03916666667,1243.50375
7/21/17,1248.55,0.007951885040769,1240.85,1229.52,1239.69333333333,1246.8175,1243.96833333333
7/24/17,1255.55,0.005606503544111,1245.14,1233.885,1239.33166666667,1246.69666666667,1244.32458333333
7/25/17,1254.4,-0.000915933256342,1247.87,1238.22,1239.07833333333,1246.49583333333,1244.7475
7/26/17,1248.1,-0.005022321428572,1249.06,1241.15,1238.165,1246.37333333333,1244.96541666667
7/27/17,1261.1,0.010415832064739,1253.54,1245.37,1238.38333333333,1246.55333333333,1245.34791666667
7/28/17,1264.9,0.003013242407422,1256.81,1248.83,1238.7,1247.16083333333,1245.66583333333
7/31/17,1267.55,0.002095027274883,1259.21,1252.175,1239.34666666667,1247.81916666667,1245.97041666667
8/1/17,1270.95,0.002682339947142,1262.52,1255.195,1240.305,1248.505,1246.21083333333
8/2/17,1269.6,-0.001062197568748,1266.82,1257.94,1241.20833333333,1249.325,1246.48416666667
8/3/17,1268.1,-0.001181474480151,1268.22,1260.88,1241.785,1250.0775,1246.81583333333
8/4/17,1257.7,-0.008201245958521,1266.78,1261.795,1241.85166666667,1250.65333333333,1247.11125
8/7/17,1258,0.000238530651189,1264.87,1262.04,1242.27666666667,1251.09916666667,1247.33833333333
8/8/17,1261.8,0.00302066772655,1263.04,1262.78,1242.685,1251.57416666667,1247.65
8/9/17,1271.05,0.007330797273736,1263.33,1265.075,1243.45333333333,1252.18833333333,1247.90416666667
8/10/17,1284.4,0.010503127335668,1266.59,1267.405,1244.81666666667,1252.63833333333,1248.25791666667
8/11/17,1286.1,0.001323575210215,1272.27,1269.525,1246.27833333333,1253.14166666667,1248.66458333333
8/14/17,1282.3,-0.002954669154809,1277.13,1271,1248.04666666667,1253.64666666667,1249.07375
8/15/17,1270.3,-0.009358184512205,1278.83,1270.935,1249.59833333333,1253.8375,1249.35416666667
8/16/17,1272.75,0.001928678264977,1279.17,1271.25,1251.34666666667,1254.04666666667,1249.56125
8/17/17,1285.15,0.009742683166372,1279.32,1272.955,1253.355,1254.59,1249.82375
8/18/17,1295.8,0.008286970392561,1281.26,1276.765,1256.02666666667,1255.2375,1250.14541666667
8/21/17,1292.9,-0.00223799969131,1283.38,1280.255,1258.72666666667,1255.70166666667,1250.45625
8/22/17,1284.2,-0.006729058705236,1286.16,1282.495,1261.165,1256.06,1250.82125
8/23/17,1286.65,0.001907802522972,1288.94,1284.055,1263.42666666667,1256.40083333333,1251.22583333333
8/24/17,1289,0.001826448529126,1289.71,1284.515,1265.76333333333,1256.80333333333,1251.74666666667
8/25/17,1285.3,-0.002870442203258,1287.61,1284.435,1267.59666666667,1256.97583333333,1252.19958333333
8/29/17,1318.65,0.025947249669338,1292.76,1288.07,1270.415,1257.62083333333,1253.04958333333
8/30/17,1308.5,-0.007697266143404,1297.62,1291.89,1272.67333333333,1257.87083333333,1253.87708333333
8/31/17,1311.75,0.002483760030569,1302.64,1295.79,1274.99333333333,1258.21666666667,1254.75375
9/1/17,1320.4,0.006594244330093,1308.92,1299.315,1277.71666666667,1259.005,1255.735
9/4/17,1333.1,0.00961829748561,1318.48,1303.045,1280.535,1260.11416666667,1256.80916666667
9/5/17,1335.55,0.001837821618783,1321.86,1307.31,1283.20166666667,1261.26666666667,1257.90041666667
9/6/17,1337.85,0.001722136947325,1327.73,1312.675,1285.98333333333,1262.53083333333,1259.05916666667
9/7/17,1343.5,0.00422319393056,1334.08,1318.36,1289.16333333333,1263.66416666667,1260.01041666667
9/8/17,1346.25,0.002046892445106,1339.25,1324.085,1292.00166666667,1265.1925,1260.9825
9/11/17,1334.2,-0.008950789229341,1339.47,1328.975,1294.31166666667,1266.50583333333,1261.83083333333
9/12/17,1326.5,-0.005771248688353,1337.66,1329.76,1296.27666666667,1267.81166666667,1262.53833333333
9/13/17,1327.55,0.000791556728232,1335.6,1331.665,1298.16333333333,1269.23416666667,1263.1925
9/14/17,1324.55,-0.002259801890701,1331.81,1332.945,1299.995,1270.60166666667,1263.83458333333
9/15/17,1322.85,-0.00128345475822,1327.13,1333.19,1301.82,1271.8025,1264.4625
9/18/17,1312.1,-0.008126393771025,1322.71,1331.09,1303.63333333333,1272.7425,1264.91708333333
9/19/17,1309.6,-0.001905342580596,1319.33,1328.495,1305.35333333333,1273.815,1265.35333333333
9/20/17,1311.3,0.001298106291998,1316.08,1325.84,1307.00333333333,1274.84416666667,1265.855
9/21/17,1292.1,-0.014641958361931,1309.59,1320.7,1307.705,1275.57916666667,1266.21583333333
9/22/17,1294.8,0.00208962154632,1303.98,1315.555,1308.05166666667,1276.43416666667,1266.63208333333
9/25/17,1293.3,-0.001158480074143,1300.22,1311.465,1308.29166666667,1277.285,1267.01583333333
9/26/17,1300.05,0.005219206680585,1298.31,1308.82,1308.88333333333,1278.465,1267.36916666667
9/27/17,1282.55,-0.013461020729972,1292.56,1304.32,1309.29166666667,1279.445,1267.67541666667
9/28/17,1283.35,0.000623757358388,1290.81,1300.2,1309.645,1280.49583333333,1267.9325
9/29/17,1283.1,-0.0001948026649,1288.47,1296.225,1309.57666666667,1281.46583333333,1268.07125
10/2/17,1273.7,-0.007326007326007,1284.55,1292.385,1308.84,1282.43333333333,1268.26833333333
10/3/17,1271.25,-0.001923529873597,1278.79,1288.55,1308.11833333333,1283.4225,1268.42125
10/4/17,1274.25,0.0023598820059,1277.13,1284.845,1307.78666666667,1284.47583333333,1268.42083333333
10/5/17,1274.5,0.000196193839513,1275.36,1283.085,1307.38166666667,1285.40416666667,1268.34041666667
10/6/17,1261.8,-0.009964692036093,1271.1,1279.785,1306.475,1286.11916666667,1268.1975
10/9/17,1278.75,0.013433190679981,1272.11,1278.33,1306.25666666667,1286.92666666667,1268.195
10/10/17,1291.4,0.00989247311828,1276.14,1277.465,1305.34833333333,1287.88166666667,1268.2725
10/11/17,1289.25,-0.001664859842032,1279.14,1278.135,1304.70666666667,1288.69,1268.33416666667
10/12/17,1290.25,0.000775644754702,1282.29,1278.825,1303.99,1289.49166666667,1268.50791666667
10/13/17,1299.6,0.007246657624491,1289.85,1280.475,1303.29666666667,1290.50666666667,1268.77291666667
10/16/17,1303.3,0.00284702985534,1294.76,1283.435,1302.30333333333,1291.41916666667,1269.11833333333
10/17/17,1284.75,-0.014233100590808,1293.43,1284.785,1300.61,1291.90583333333,1269.30125
10/18/17,1280.2,-0.003541545047675,1291.62,1285.38,1298.68833333333,1292.33583333333,1269.41583333333
10/19/17,1286.4,0.0048429932823,1290.85,1286.57,1296.785,1292.97416666667,1269.67375
10/20/17,1281.2,-0.004042288557214,1287.17,1288.51,1294.61666666667,1293.30916666667,1269.93125
10/23/17,1274.9,-0.004917265064002,1281.49,1288.125,1292.64,1293.47583333333,1270.31833333333
10/24/17,1276.45,0.001215781629932,1279.83,1286.63,1290.97166666667,1293.62416666667,1270.72166666667
10/25/17,1275,-0.001135963022445,1278.79,1285.205,1289.22,1293.69166666667,1271.09833333333
10/26/17,1273.75,-0.000980392156863,1276.26,1283.555,1287.52666666667,1293.76083333333,1271.54291666667
10/27/17,1266.45,-0.005731108930324,1273.31,1280.24,1285.64666666667,1293.73333333333,1271.90541666667
10/30/17,1272,0.0043823285562,1272.73,1277.11,1284.31,1293.97166666667,1272.3125
10/31/17,1270.15,-0.001454402515723,1271.47,1275.65,1282.995,1294.17416666667,1272.63666666667
11/1/17,1277.05,0.005432429240641,1271.88,1275.335,1281.85333333333,1294.42833333333,1273.00125
11/2/17,1279.2,0.001683567597197,1272.97,1274.615,1281.42333333333,1294.56416666667,1273.37625
11/3/17,1267.2,-0.0093808630394,1273.12,1273.215,1280.50333333333,1294.2775,1273.45791666667
11/6/17,1270.9,0.002919823232323,1272.9,1272.815,1279.75666666667,1294.02416666667,1273.58291666667
11/7/17,1275.6,0.003698166653553,1273.99,1272.73,1278.94166666667,1293.9125,1273.77958333333
11/8/17,1284,0.006585136406397,1275.38,1273.63,1278.99,1294.14083333333,1273.98916666667
11/9/17,1284.8,0.000623052959501,1276.5,1274.735,1279.03833333333,1294.34166666667,1274.19416666667
11/10/17,1284.3,-0.000389165628892,1279.92,1276.52,1279.07833333333,1294.3275,1274.45875
11/13/17,1277.95,-0.004944327649303,1281.33,1277.115,1279.22,1294.03,1274.63375
11/14/17,1274.6,-0.002621385813217,1281.13,1277.56,1279.33166666667,1293.725,1274.71333333333
11/15/17,1282.2,0.005962654950573,1280.77,1278.075,1279.59666666667,1293.69166666667,1274.87583333333
11/16/17,1280,-0.001715800967088,1279.81,1278.155,1279.78,1293.58083333333,1274.99083333333
11/17/17,1284.35,0.0033984375,1279.82,1279.87,1280.53166666667,1293.50333333333,1275.15333333333
